date,country,cases,cum_cases,smooth_cases
2022-04-22,All,1,1,NA
2022-04-29,All,2,3,NA
2022-05-01,All,1,4,NA
2022-05-04,All,2,6,2.2857142857142856
2022-05-05,All,2,8,2.5714285714285716
2022-05-07,All,6,14,3
2022-05-08,All,2,16,3.142857142857143
2022-05-09,All,3,19,3.7142857142857144
2022-05-10,All,5,24,3.7142857142857144
2022-05-11,All,2,26,3.4285714285714284
2022-05-12,All,6,32,3.4285714285714284
2022-05-13,All,2,34,3.7142857142857144
2022-05-14,All,4,38,4
2022-05-15,All,2,40,8
2022-05-16,All,5,45,11
2022-05-17,All,7,52,16.571428571428573
2022-05-18,All,30,82,17.714285714285715
2022-05-19,All,27,109,18.857142857142858
2022-05-20,All,41,150,24.285714285714285
2022-05-21,All,12,162,29.428571428571427
2022-05-22,All,10,172,31.428571428571427
2022-05-23,All,43,215,32.57142857142857
2022-05-24,All,43,258,34.285714285714285
2022-05-25,All,44,302,35.42857142857143
2022-05-26,All,35,337,37.57142857142857
2022-05-27,All,53,390,40.42857142857143
2022-05-28,All,20,410,43.142857142857146
2022-05-29,All,25,435,46.857142857142854
2022-05-30,All,63,498,53.57142857142857
2022-05-31,All,62,560,56.42857142857143
2022-06-01,All,70,630,58.142857142857146
2022-06-02,All,82,712,57
2022-06-03,All,73,785,54.857142857142854
2022-06-04,All,32,817,64.42857142857143
2022-06-05,All,17,834,68.85714285714286
2022-06-06,All,48,882,72
2022-06-07,All,129,1011,80.71428571428571
2022-06-08,All,101,1112,79.85714285714286
2022-06-09,All,104,1216,81.85714285714286
2022-06-10,All,134,1350,101.14285714285714
2022-06-11,All,26,1376,101.71428571428571
2022-06-12,All,31,1407,114.71428571428571
2022-06-13,All,183,1590,127.14285714285714
2022-06-14,All,133,1723,136
2022-06-15,All,192,1915,139.28571428571428
2022-06-16,All,191,2106,138.85714285714286
2022-06-17,All,196,2302,149.85714285714286
2022-06-18,All,49,2351,168.71428571428572
2022-06-19,All,28,2379,178.42857142857142
2022-06-20,All,260,2639,193.28571428571428
2022-06-21,All,265,2904,204.57142857142858
2022-06-22,All,260,3164,202.57142857142858
2022-06-23,All,295,3459,203.42857142857142
2022-06-24,All,275,3734,211.85714285714286
2022-06-25,All,35,3769,216
2022-06-26,All,34,3803,222
2022-06-27,All,319,4122,223.71428571428572
2022-06-28,All,294,4416,234.85714285714286
2022-06-29,All,302,4718,238.14285714285714
2022-06-30,All,307,5025,242.42857142857142
2022-07-01,All,353,5378,254.85714285714286
2022-07-02,All,58,5436,263
2022-07-03,All,64,5500,264.7142857142857
2022-07-04,All,406,5906,290.85714285714283
2022-07-05,All,351,6257,295.14285714285717
2022-07-06,All,314,6571,298.85714285714283
2022-07-07,All,490,7061,296.2857142857143
2022-07-08,All,383,7444,303.42857142857144
2022-07-09,All,84,7528,315.2857142857143
2022-07-10,All,46,7574,339.57142857142856
2022-07-11,All,456,8030,310
2022-07-12,All,434,8464,306.57142857142856
2022-07-13,All,484,8948,308
2022-07-14,All,283,9231,308
2022-07-15,All,359,9590,316
2022-07-16,All,94,9684,309.85714285714283
2022-07-17,All,46,9730,299.42857142857144
2022-07-18,All,512,10242,305.85714285714283
2022-07-19,All,391,10633,314.14285714285717
2022-07-20,All,411,11044,310.2857142857143
2022-07-21,All,328,11372,310.14285714285717
2022-07-22,All,417,11789,288.7142857142857
2022-07-23,All,67,11856,289.85714285714283
2022-07-24,All,45,11901,283.2857142857143
2022-07-25,All,362,12263,290
2022-07-26,All,399,12662,285.42857142857144
2022-07-27,All,365,13027,283
2022-07-28,All,375,13402,282.14285714285717
2022-07-29,All,385,13787,278.42857142857144
2022-07-30,All,50,13837,270.14285714285717
2022-07-31,All,39,13876,272.2857142857143
2022-08-01,All,336,14212,263.42857142857144
2022-08-02,All,341,14553,248.85714285714286
2022-08-03,All,380,14933,248.57142857142858
2022-08-04,All,313,15246,247.14285714285714
2022-08-05,All,283,15529,246.85714285714286
2022-08-06,All,48,15577,235.42857142857142
2022-08-07,All,29,15606,220.85714285714286
2022-08-08,All,334,15940,209.85714285714286
2022-08-09,All,261,16201,196.14285714285714
2022-08-10,All,278,16479,196
2022-08-11,All,236,16715,196.28571428571428
2022-08-12,All,187,16902,159
2022-08-13,All,47,16949,153.57142857142858
2022-08-14,All,31,16980,141.71428571428572
2022-08-15,All,73,17053,135.42857142857142
2022-08-16,All,223,17276,136.42857142857142
2022-08-17,All,195,17471,134.71428571428572
2022-08-18,All,192,17663,132.42857142857142
2022-08-19,All,194,17857,146.28571428571428
2022-08-20,All,35,17892,138
2022-08-21,All,15,17907,133.42857142857142
2022-08-22,All,170,18077,130.28571428571428
2022-08-23,All,165,18242,119.85714285714286
2022-08-24,All,163,18405,116.57142857142857
2022-08-25,All,170,18575,117.42857142857143
2022-08-26,All,121,18696,110.85714285714286
2022-08-27,All,12,18708,104.28571428571429
2022-08-28,All,21,18729,100.42857142857143
2022-08-29,All,124,18853,90.42857142857143
2022-08-30,All,119,18972,86.71428571428571
2022-08-31,All,136,19108,87.28571428571429
2022-09-01,All,100,19208,85.71428571428571
2022-09-02,All,95,19303,79
2022-09-03,All,16,19319,77.28571428571429
2022-09-04,All,10,19329,72.85714285714286
2022-09-05,All,77,19406,71.42857142857143
2022-09-06,All,107,19513,68.57142857142857
2022-09-07,All,105,19618,68.42857142857143
2022-09-08,All,90,19708,67.57142857142857
2022-09-09,All,75,19783,68
2022-09-10,All,15,19798,62.142857142857146
2022-09-11,All,4,19802,56.714285714285715
2022-09-12,All,80,19882,54.285714285714285
2022-09-13,All,66,19948,51
2022-09-14,All,67,20015,50.285714285714285
2022-09-15,All,73,20088,50.142857142857146
2022-09-16,All,52,20140,44
2022-09-17,All,10,20150,44
2022-09-18,All,3,20153,39.142857142857146
2022-09-19,All,37,20190,35.57142857142857
2022-09-20,All,66,20256,33
2022-09-21,All,33,20289,32
2022-09-22,All,48,20337,32.714285714285715
2022-09-23,All,34,20371,33
2022-09-24,All,3,20374,29.142857142857142
2022-09-25,All,8,20382,30.428571428571427
2022-09-26,All,39,20421,27.571428571428573
2022-09-27,All,39,20460,26.714285714285715
2022-09-28,All,42,20502,27.142857142857142
2022-09-29,All,28,20530,26.142857142857142
2022-09-30,All,28,20558,22.857142857142858
2022-10-01,All,6,20564,20.714285714285715
2022-10-02,All,1,20565,18.571428571428573
2022-10-03,All,16,20581,17.857142857142858
2022-10-04,All,24,20605,17.428571428571427
2022-10-05,All,27,20632,16.714285714285715
2022-10-06,All,23,20655,17
2022-10-07,All,25,20680,17.857142857142858
2022-10-08,All,1,20681,19.428571428571427
2022-10-09,All,3,20684,16.571428571428573
2022-10-10,All,22,20706,16.571428571428573
2022-10-11,All,35,20741,14.571428571428571
2022-10-12,All,7,20748,14.714285714285714
2022-10-13,All,23,20771,16.142857142857142
2022-10-14,All,11,20782,14.714285714285714
2022-10-16,All,2,20784,10.714285714285714
2022-10-17,All,13,20797,11.571428571428571
2022-10-18,All,12,20809,9.142857142857142
2022-10-19,All,7,20816,7.714285714285714
2022-10-20,All,13,20829,8.571428571428571
2022-10-21,All,6,20835,7.571428571428571
2022-10-23,All,1,20836,6.857142857142857
2022-10-24,All,8,20844,7.428571428571429
2022-10-25,All,6,20850,6.857142857142857
2022-10-26,All,7,20857,6.857142857142857
2022-10-27,All,11,20868,7.142857142857143
2022-10-28,All,9,20877,7.142857142857143
2022-10-31,All,6,20883,7.571428571428571
2022-11-01,All,3,20886,8.857142857142858
2022-11-02,All,8,20894,7.857142857142857
2022-11-03,All,9,20903,7.428571428571429
2022-11-04,All,16,20919,7.428571428571429
2022-11-07,All,4,20923,8.142857142857142
2022-11-08,All,6,20929,7.857142857142857
2022-11-09,All,6,20935,8
2022-11-10,All,8,20943,6.285714285714286
2022-11-11,All,6,20949,6.142857142857143
2022-11-14,All,10,20959,6.428571428571429
2022-11-15,All,4,20963,5.714285714285714
2022-11-16,All,3,20966,5.142857142857143
2022-11-17,All,8,20974,4.714285714285714
2022-11-18,All,1,20975,3.7142857142857144
2022-11-21,All,4,20979,4.142857142857143
2022-11-22,All,3,20982,4.714285714285714
2022-11-23,All,3,20985,3.857142857142857
2022-11-24,All,7,20992,4.714285714285714
2022-11-25,All,7,20999,4.714285714285714
2022-11-26,All,2,21001,4.714285714285714
2022-11-28,All,7,21008,5.571428571428571
2022-11-29,All,4,21012,4.857142857142857
2022-11-30,All,3,21015,4
2022-12-01,All,9,21024,4.571428571428571
2022-12-02,All,2,21026,4.285714285714286
2022-12-04,All,1,21027,4.285714285714286
2022-12-05,All,6,21033,4
2022-12-06,All,5,21038,3.2857142857142856
2022-12-07,All,4,21042,3.5714285714285716
2022-12-08,All,1,21043,3.7142857142857144
2022-12-09,All,4,21047,3.857142857142857
2022-12-12,All,4,21051,4.142857142857143
2022-12-13,All,2,21053,3.857142857142857
2022-12-14,All,7,21060,4.714285714285714
2022-12-15,All,7,21067,4.857142857142857
2022-12-16,All,2,21069,5.428571428571429
2022-12-19,All,7,21076,6.285714285714286
2022-12-20,All,5,21081,5.428571428571429
2022-12-21,All,8,21089,4.857142857142857
2022-12-22,All,8,21097,5.142857142857143
2022-12-27,All,1,21098,4.428571428571429
2022-12-28,All,3,21101,3.857142857142857
2022-12-29,All,4,21105,3.142857142857143
2022-12-30,All,2,21107,2.5714285714285716
2022-12-31,All,1,21108,2.7142857142857144
2023-01-02,All,3,21111,2.7142857142857144
2023-01-05,All,4,21115,2.5714285714285716
2023-01-06,All,2,21117,3.142857142857143
2023-01-09,All,3,21120,3.4285714285714284
2023-01-10,All,3,21123,3.142857142857143
2023-01-11,All,6,21129,2.7142857142857144
2023-01-12,All,3,21132,2.5714285714285716
2023-01-13,All,1,21133,2.4285714285714284
2023-01-16,All,1,21134,3
2023-01-17,All,1,21135,2.5714285714285716
2023-01-18,All,2,21137,2.2857142857142856
2023-01-19,All,7,21144,2.5714285714285716
2023-01-20,All,3,21147,2.857142857142857
2023-01-21,All,1,21148,3
2023-01-23,All,3,21151,2.857142857142857
2023-01-24,All,3,21154,2
2023-01-25,All,2,21156,1.8571428571428572
2023-01-26,All,1,21157,2
2023-01-27,All,1,21158,2.142857142857143
2023-01-30,All,2,21160,2
2023-01-31,All,2,21162,2
2023-02-01,All,4,21166,2
2023-02-02,All,2,21168,2.4285714285714284
2023-02-03,All,2,21170,2.4285714285714284
2023-02-07,All,1,21171,2.2857142857142856
2023-02-08,All,4,21175,NA
2023-02-10,All,2,21177,NA
2023-02-13,All,1,21178,NA
2022-04-22,Austria,0,0,NA
2022-04-29,Austria,0,0,NA
2022-05-01,Austria,0,0,NA
2022-05-04,Austria,0,0,0
2022-05-05,Austria,0,0,0
2022-05-07,Austria,0,0,0
2022-05-08,Austria,0,0,0
2022-05-09,Austria,0,0,0
2022-05-10,Austria,0,0,0
2022-05-11,Austria,0,0,0
2022-05-12,Austria,0,0,0
2022-05-13,Austria,0,0,0
2022-05-14,Austria,0,0,0
2022-05-15,Austria,0,0,0.14285714285714285
2022-05-16,Austria,0,0,0.14285714285714285
2022-05-17,Austria,0,0,0.14285714285714285
2022-05-18,Austria,1,1,0.14285714285714285
2022-05-19,Austria,0,1,0.2857142857142857
2022-05-20,Austria,0,1,0.2857142857142857
2022-05-21,Austria,0,1,0.2857142857142857
2022-05-22,Austria,1,2,0.14285714285714285
2022-05-23,Austria,0,2,0.14285714285714285
2022-05-24,Austria,0,2,0.14285714285714285
2022-05-25,Austria,0,2,0.14285714285714285
2022-05-26,Austria,0,2,0
2022-05-27,Austria,0,2,0
2022-05-28,Austria,0,2,0
2022-05-29,Austria,0,2,0
2022-05-30,Austria,0,2,0
2022-05-31,Austria,0,2,0
2022-06-01,Austria,0,2,0
2022-06-02,Austria,0,2,0
2022-06-03,Austria,0,2,0
2022-06-04,Austria,0,2,0
2022-06-05,Austria,0,2,0
2022-06-06,Austria,0,2,0
2022-06-07,Austria,0,2,0.2857142857142857
2022-06-08,Austria,0,2,0.2857142857142857
2022-06-09,Austria,0,2,0.2857142857142857
2022-06-10,Austria,2,4,0.7142857142857143
2022-06-11,Austria,0,4,1
2022-06-12,Austria,0,4,1.2857142857142858
2022-06-13,Austria,3,7,1.2857142857142858
2022-06-14,Austria,2,9,1
2022-06-15,Austria,2,11,1
2022-06-16,Austria,0,11,1
2022-06-17,Austria,0,11,1
2022-06-18,Austria,0,11,0.8571428571428571
2022-06-19,Austria,0,11,1
2022-06-20,Austria,3,14,1.1428571428571428
2022-06-21,Austria,1,15,1.2857142857142858
2022-06-22,Austria,3,18,1.2857142857142858
2022-06-23,Austria,1,19,1.2857142857142858
2022-06-24,Austria,1,20,2
2022-06-25,Austria,0,20,2.142857142857143
2022-06-26,Austria,0,20,2.2857142857142856
2022-06-27,Austria,8,28,2.7142857142857144
2022-06-28,Austria,2,30,3
2022-06-29,Austria,4,34,3
2022-06-30,Austria,4,38,3
2022-07-01,Austria,3,41,2.7142857142857144
2022-07-02,Austria,0,41,3
2022-07-03,Austria,0,41,3.142857142857143
2022-07-04,Austria,6,47,3.2857142857142856
2022-07-05,Austria,4,51,4
2022-07-06,Austria,5,56,4
2022-07-07,Austria,5,61,4
2022-07-08,Austria,8,69,3.4285714285714284
2022-07-09,Austria,0,69,3.7142857142857144
2022-07-10,Austria,0,69,3.4285714285714284
2022-07-11,Austria,2,71,3
2022-07-12,Austria,6,77,2.4285714285714284
2022-07-13,Austria,3,80,2.5714285714285716
2022-07-14,Austria,2,82,2.5714285714285716
2022-07-15,Austria,4,86,3.142857142857143
2022-07-16,Austria,1,87,2.2857142857142856
2022-07-17,Austria,0,87,2
2022-07-18,Austria,6,93,2.5714285714285716
2022-07-19,Austria,0,93,3.142857142857143
2022-07-20,Austria,1,94,3
2022-07-21,Austria,6,100,3
2022-07-22,Austria,8,108,2.2857142857142856
2022-07-23,Austria,0,108,3.142857142857143
2022-07-24,Austria,0,108,3.142857142857143
2022-07-25,Austria,1,109,3
2022-07-26,Austria,6,115,3.5714285714285716
2022-07-27,Austria,1,116,3.5714285714285716
2022-07-28,Austria,5,121,3.7142857142857144
2022-07-29,Austria,12,133,4.571428571428571
2022-07-30,Austria,0,133,4.142857142857143
2022-07-31,Austria,1,134,5
2022-08-01,Austria,7,141,6
2022-08-02,Austria,3,144,6
2022-08-03,Austria,7,151,6
2022-08-04,Austria,12,163,5.857142857142857
2022-08-05,Austria,12,175,5
2022-08-06,Austria,0,175,6.142857142857143
2022-08-07,Austria,0,175,6
2022-08-08,Austria,1,176,5.142857142857143
2022-08-09,Austria,11,187,5
2022-08-10,Austria,6,193,5
2022-08-11,Austria,6,199,5
2022-08-12,Austria,11,210,4.857142857142857
2022-08-13,Austria,0,210,3.7142857142857144
2022-08-14,Austria,0,210,3.5714285714285716
2022-08-15,Austria,0,210,3
2022-08-16,Austria,3,213,2.7142857142857144
2022-08-17,Austria,5,218,2.7142857142857144
2022-08-18,Austria,2,220,2.7142857142857144
2022-08-19,Austria,9,229,3.142857142857143
2022-08-20,Austria,0,229,3.2857142857142856
2022-08-21,Austria,0,229,4.428571428571429
2022-08-22,Austria,3,232,5.142857142857143
2022-08-23,Austria,4,236,4.857142857142857
2022-08-24,Austria,13,249,4.857142857142857
2022-08-25,Austria,7,256,4.857142857142857
2022-08-26,Austria,7,263,5
2022-08-27,Austria,0,263,4.714285714285714
2022-08-28,Austria,0,263,3.142857142857143
2022-08-29,Austria,4,267,2.5714285714285716
2022-08-30,Austria,2,269,2.142857142857143
2022-08-31,Austria,2,271,2.142857142857143
2022-09-01,Austria,3,274,2.142857142857143
2022-09-02,Austria,4,278,1.7142857142857142
2022-09-03,Austria,0,278,2.142857142857143
2022-09-04,Austria,0,278,2
2022-09-05,Austria,1,279,1.8571428571428572
2022-09-06,Austria,5,284,2
2022-09-07,Austria,1,285,2.142857142857143
2022-09-08,Austria,2,287,2.142857142857143
2022-09-09,Austria,5,292,2.142857142857143
2022-09-10,Austria,1,293,1.7142857142857142
2022-09-11,Austria,0,293,2.2857142857142856
2022-09-12,Austria,1,294,2.142857142857143
2022-09-13,Austria,2,296,1.7142857142857142
2022-09-14,Austria,5,301,1.5714285714285714
2022-09-15,Austria,1,302,1.5714285714285714
2022-09-16,Austria,2,304,1.4285714285714286
2022-09-17,Austria,0,304,1.2857142857142858
2022-09-18,Austria,0,304,1
2022-09-19,Austria,0,304,1
2022-09-20,Austria,1,305,0.8571428571428571
2022-09-21,Austria,3,308,0.8571428571428571
2022-09-22,Austria,1,309,0.8571428571428571
2022-09-23,Austria,1,310,0.8571428571428571
2022-09-24,Austria,0,310,0.8571428571428571
2022-09-25,Austria,0,310,0.7142857142857143
2022-09-26,Austria,0,310,0.7142857142857143
2022-09-27,Austria,1,311,0.7142857142857143
2022-09-28,Austria,2,313,0.7142857142857143
2022-09-29,Austria,1,314,0.7142857142857143
2022-09-30,Austria,1,315,0.7142857142857143
2022-10-01,Austria,0,315,0.5714285714285714
2022-10-02,Austria,0,315,0.42857142857142855
2022-10-03,Austria,0,315,0.5714285714285714
2022-10-04,Austria,0,315,0.7142857142857143
2022-10-05,Austria,1,316,0.7142857142857143
2022-10-06,Austria,2,318,0.7142857142857143
2022-10-07,Austria,2,320,0.7142857142857143
2022-10-08,Austria,0,320,0.8571428571428571
2022-10-09,Austria,0,320,0.7142857142857143
2022-10-10,Austria,0,320,0.42857142857142855
2022-10-11,Austria,1,321,0.2857142857142857
2022-10-12,Austria,0,321,0.2857142857142857
2022-10-13,Austria,0,321,0.42857142857142855
2022-10-14,Austria,1,322,0.5714285714285714
2022-10-16,Austria,0,322,0.42857142857142855
2022-10-17,Austria,1,323,0.42857142857142855
2022-10-18,Austria,1,324,0.42857142857142855
2022-10-19,Austria,0,324,0.2857142857142857
2022-10-20,Austria,0,324,0.2857142857142857
2022-10-21,Austria,0,324,0.14285714285714285
2022-10-23,Austria,0,324,0
2022-10-24,Austria,0,324,0.14285714285714285
2022-10-25,Austria,0,324,0.14285714285714285
2022-10-26,Austria,0,324,0.14285714285714285
2022-10-27,Austria,1,325,0.14285714285714285
2022-10-28,Austria,0,325,0.14285714285714285
2022-10-31,Austria,0,325,0.2857142857142857
2022-11-01,Austria,0,325,0.2857142857142857
2022-11-02,Austria,0,325,0.14285714285714285
2022-11-03,Austria,1,326,0.14285714285714285
2022-11-04,Austria,0,326,0.14285714285714285
2022-11-07,Austria,0,326,0.14285714285714285
2022-11-08,Austria,0,326,0.14285714285714285
2022-11-09,Austria,0,326,0
2022-11-10,Austria,0,326,0
2022-11-11,Austria,0,326,0
2022-11-14,Austria,0,326,0
2022-11-15,Austria,0,326,0
2022-11-16,Austria,0,326,0
2022-11-17,Austria,0,326,0
2022-11-18,Austria,0,326,0
2022-11-21,Austria,0,326,0
2022-11-22,Austria,0,326,0
2022-11-23,Austria,0,326,0
2022-11-24,Austria,0,326,0
2022-11-25,Austria,0,326,0
2022-11-26,Austria,0,326,0.14285714285714285
2022-11-28,Austria,0,326,0.14285714285714285
2022-11-29,Austria,0,326,0.14285714285714285
2022-11-30,Austria,1,327,0.14285714285714285
2022-12-01,Austria,0,327,0.14285714285714285
2022-12-02,Austria,0,327,0.14285714285714285
2022-12-04,Austria,0,327,0.14285714285714285
2022-12-05,Austria,0,327,0
2022-12-06,Austria,0,327,0
2022-12-07,Austria,0,327,0
2022-12-08,Austria,0,327,0
2022-12-09,Austria,0,327,0
2022-12-12,Austria,0,327,0
2022-12-13,Austria,0,327,0
2022-12-14,Austria,0,327,0
2022-12-15,Austria,0,327,0
2022-12-16,Austria,0,327,0
2022-12-19,Austria,0,327,0
2022-12-20,Austria,0,327,0
2022-12-21,Austria,0,327,0
2022-12-22,Austria,0,327,0
2022-12-27,Austria,0,327,0
2022-12-28,Austria,0,327,0
2022-12-29,Austria,0,327,0
2022-12-30,Austria,0,327,0
2022-12-31,Austria,0,327,0
2023-01-02,Austria,0,327,0
2023-01-05,Austria,0,327,0
2023-01-06,Austria,0,327,0
2023-01-09,Austria,0,327,0
2023-01-10,Austria,0,327,0
2023-01-11,Austria,0,327,0
2023-01-12,Austria,0,327,0
2023-01-13,Austria,0,327,0
2023-01-16,Austria,0,327,0
2023-01-17,Austria,0,327,0
2023-01-18,Austria,0,327,0
2023-01-19,Austria,0,327,0
2023-01-20,Austria,0,327,0
2023-01-21,Austria,0,327,0
2023-01-23,Austria,0,327,0
2023-01-24,Austria,0,327,0
2023-01-25,Austria,0,327,0
2023-01-26,Austria,0,327,0
2023-01-27,Austria,0,327,0
2023-01-30,Austria,0,327,0
2023-01-31,Austria,0,327,0
2023-02-01,Austria,0,327,0
2023-02-02,Austria,0,327,0
2023-02-03,Austria,0,327,0
2023-02-07,Austria,0,327,0
2023-02-08,Austria,0,327,NA
2023-02-10,Austria,0,327,NA
2023-02-13,Austria,0,327,NA
2022-04-22,Belgium,0,0,NA
2022-04-29,Belgium,0,0,NA
2022-05-01,Belgium,0,0,NA
2022-05-04,Belgium,0,0,0
2022-05-05,Belgium,0,0,0
2022-05-07,Belgium,0,0,0
2022-05-08,Belgium,0,0,0
2022-05-09,Belgium,0,0,0
2022-05-10,Belgium,0,0,0
2022-05-11,Belgium,0,0,0
2022-05-12,Belgium,0,0,0
2022-05-13,Belgium,0,0,0
2022-05-14,Belgium,0,0,0
2022-05-15,Belgium,0,0,0
2022-05-16,Belgium,0,0,0.2857142857142857
2022-05-17,Belgium,0,0,0.42857142857142855
2022-05-18,Belgium,0,0,0.42857142857142855
2022-05-19,Belgium,2,2,0.42857142857142855
2022-05-20,Belgium,1,3,0.7142857142857143
2022-05-21,Belgium,0,3,0.8571428571428571
2022-05-22,Belgium,0,3,1.2857142857142858
2022-05-23,Belgium,2,5,1
2022-05-24,Belgium,1,6,1.4285714285714286
2022-05-25,Belgium,3,9,1.4285714285714286
2022-05-26,Belgium,0,9,1.4285714285714286
2022-05-27,Belgium,4,13,1.2857142857142858
2022-05-28,Belgium,0,13,1.4285714285714286
2022-05-29,Belgium,0,13,1.4285714285714286
2022-05-30,Belgium,1,14,1.8571428571428572
2022-05-31,Belgium,2,16,1.7142857142857142
2022-06-01,Belgium,3,19,1.8571428571428572
2022-06-02,Belgium,3,22,1.8571428571428572
2022-06-03,Belgium,3,25,1.7142857142857142
2022-06-04,Belgium,1,26,1.5714285714285714
2022-06-05,Belgium,0,26,2.142857142857143
2022-06-06,Belgium,0,26,2.142857142857143
2022-06-07,Belgium,1,27,3
2022-06-08,Belgium,7,34,3
2022-06-09,Belgium,3,37,3
2022-06-10,Belgium,9,46,3.7142857142857144
2022-06-11,Belgium,1,47,3.7142857142857144
2022-06-12,Belgium,0,47,3
2022-06-13,Belgium,5,52,4.285714285714286
2022-06-14,Belgium,1,53,3.5714285714285716
2022-06-15,Belgium,2,55,3.5714285714285716
2022-06-16,Belgium,12,67,3.5714285714285716
2022-06-17,Belgium,4,71,4.142857142857143
2022-06-18,Belgium,1,72,4.428571428571429
2022-06-19,Belgium,0,72,5
2022-06-20,Belgium,9,81,5
2022-06-21,Belgium,3,84,4.857142857142857
2022-06-22,Belgium,6,90,4.714285714285714
2022-06-23,Belgium,12,102,4.714285714285714
2022-06-24,Belgium,3,105,6.285714285714286
2022-06-25,Belgium,0,105,7.142857142857143
2022-06-26,Belgium,0,105,7
2022-06-27,Belgium,20,125,5.857142857142857
2022-06-28,Belgium,9,134,9.142857142857142
2022-06-29,Belgium,5,139,9.571428571428571
2022-06-30,Belgium,4,143,9.571428571428571
2022-07-01,Belgium,26,169,7.714285714285714
2022-07-02,Belgium,3,172,8
2022-07-03,Belgium,0,172,8.571428571428571
2022-07-04,Belgium,7,179,10.142857142857142
2022-07-05,Belgium,11,190,9.857142857142858
2022-07-06,Belgium,9,199,10
2022-07-07,Belgium,15,214,10.142857142857142
2022-07-08,Belgium,24,238,12.571428571428571
2022-07-09,Belgium,4,242,12.142857142857142
2022-07-10,Belgium,1,243,14.428571428571429
2022-07-11,Belgium,24,267,13.285714285714286
2022-07-12,Belgium,8,275,13.571428571428571
2022-07-13,Belgium,25,300,13.285714285714286
2022-07-14,Belgium,7,307,13.142857142857142
2022-07-15,Belgium,26,333,11.285714285714286
2022-07-16,Belgium,2,335,11.285714285714286
2022-07-17,Belgium,0,335,12
2022-07-18,Belgium,11,346,12.285714285714286
2022-07-19,Belgium,8,354,9
2022-07-20,Belgium,30,384,8.857142857142858
2022-07-21,Belgium,9,393,8.857142857142858
2022-07-22,Belgium,3,396,10.428571428571429
2022-07-23,Belgium,1,397,11.285714285714286
2022-07-24,Belgium,0,397,10.428571428571429
2022-07-25,Belgium,22,419,11
2022-07-26,Belgium,14,433,13.857142857142858
2022-07-27,Belgium,24,457,13.714285714285714
2022-07-28,Belgium,13,470,13.714285714285714
2022-07-29,Belgium,23,493,12.714285714285714
2022-07-30,Belgium,0,493,11.285714285714286
2022-07-31,Belgium,0,493,9.857142857142858
2022-08-01,Belgium,15,508,10.714285714285714
2022-08-02,Belgium,4,512,8.857142857142858
2022-08-03,Belgium,14,526,8.857142857142858
2022-08-04,Belgium,19,545,8.857142857142858
2022-08-05,Belgium,10,555,8.285714285714286
2022-08-06,Belgium,0,555,10.142857142857142
2022-08-07,Belgium,0,555,11.285714285714286
2022-08-08,Belgium,11,566,11.571428571428571
2022-08-09,Belgium,17,583,11
2022-08-10,Belgium,22,605,11
2022-08-11,Belgium,21,626,11
2022-08-12,Belgium,6,632,9.428571428571429
2022-08-13,Belgium,0,632,8.428571428571429
2022-08-14,Belgium,0,632,8.285714285714286
2022-08-15,Belgium,0,632,6
2022-08-16,Belgium,10,642,5.857142857142857
2022-08-17,Belgium,21,663,7.285714285714286
2022-08-18,Belgium,5,668,7.285714285714286
2022-08-19,Belgium,5,673,7.857142857142857
2022-08-20,Belgium,10,683,6.857142857142857
2022-08-21,Belgium,0,683,4.714285714285714
2022-08-22,Belgium,4,687,5.142857142857143
2022-08-23,Belgium,3,690,5.428571428571429
2022-08-24,Belgium,6,696,4.142857142857143
2022-08-25,Belgium,8,704,4.142857142857143
2022-08-26,Belgium,7,711,3.857142857142857
2022-08-27,Belgium,1,712,4.142857142857143
2022-08-28,Belgium,0,712,3.5714285714285716
2022-08-29,Belgium,2,714,3.142857142857143
2022-08-30,Belgium,5,719,2.2857142857142856
2022-08-31,Belgium,2,721,2.4285714285714284
2022-09-01,Belgium,5,726,2.4285714285714284
2022-09-02,Belgium,1,727,2.2857142857142856
2022-09-03,Belgium,2,729,2.2857142857142856
2022-09-04,Belgium,0,729,2.2857142857142856
2022-09-05,Belgium,1,730,2.2857142857142856
2022-09-06,Belgium,5,735,2.5714285714285716
2022-09-07,Belgium,2,737,2.4285714285714284
2022-09-08,Belgium,5,742,2.4285714285714284
2022-09-09,Belgium,3,745,2.7142857142857144
2022-09-10,Belgium,1,746,2.5714285714285716
2022-09-11,Belgium,0,746,2.5714285714285716
2022-09-12,Belgium,3,749,2
2022-09-13,Belgium,4,753,1.8571428571428572
2022-09-14,Belgium,2,755,2
2022-09-15,Belgium,1,756,2
2022-09-16,Belgium,2,758,1.7142857142857142
2022-09-17,Belgium,2,760,2.2857142857142856
2022-09-18,Belgium,0,760,2.142857142857143
2022-09-19,Belgium,1,761,2.142857142857143
2022-09-20,Belgium,8,769,1.8571428571428572
2022-09-21,Belgium,1,770,1.5714285714285714
2022-09-22,Belgium,1,771,1.5714285714285714
2022-09-23,Belgium,0,771,1.4285714285714286
2022-09-24,Belgium,0,771,0.5714285714285714
2022-09-25,Belgium,0,771,0.5714285714285714
2022-09-26,Belgium,0,771,0.42857142857142855
2022-09-27,Belgium,2,773,0.42857142857142855
2022-09-28,Belgium,1,774,0.42857142857142855
2022-09-29,Belgium,0,774,0.42857142857142855
2022-09-30,Belgium,0,774,0.42857142857142855
